ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
403	English	*laθōjanan	lade	leɪd	l eɪ d		111	l eɪ d ( - ) - - - ( - - )
404	Dutch	*laθōjanan	laden	laːdə	l aː d ə		111	l aː d ( - ) - ə - ( - - )
1719	ProtoGermanic	*lendō	*lendō	lendoː	l e n d oː		473	l e n d ( oː - )
1720	German	*lendō	Linde	lɪndə	l ɪ n d ə		473	l ɪ n d ( ə - )
1721	English	*lendō	linden	lɪndən	l ɪ n d ə n		473	l ɪ n d ( ə n )
1722	Dutch	*lendō	linde	lɪndə	l ɪ n d ə		473	l ɪ n d ( ə - )
1837	ProtoGermanic	*lesanan	*lesanan	lesanan	l e s a n a n		505	l e s a n ( a n )
1838	German	*lesanan	lesen	leːzən	l eː z ə n		505	l eː z ə n ( - - )
1839	Dutch	*lesanan	lezen	leːzə	l eː z ə		505	l eː z ə - ( - - )
1385	ProtoGermanic	*leusanan	*leusanan	leusanan	l eu s a n a n		381	( - - - ) l eu s a n ( a n )
1386	German	*leusanan	verlieren	fɛrliːrən	f ɛ r l iː r ə n		381	( f ɛ r ) l iː r ə n ( - - )
1387	English	*leusanan	forlorn	fəlɔːn	f ə l ɔː n		381	( f ə - ) l ɔː - - - ( n - )
1388	Dutch	*leusanan	verliezen	vərliːzə	v ə r l iː z ə		381	( v ə r ) l iː z ə - ( - - )
524	ProtoGermanic	*leuxtjanan	*leuxtjanan	leuxtjanan	l eu x t j a n a n		144	l eu x t j a n ( a n )
525	German	*leuxtjanan	leuchten	lɔyxtən	l ɔy x t ə n		144	l ɔy x t - ə n ( - - )
526	English	*leuxtjanan	light	laɪt	l aɪ t		144	l aɪ - t - - - ( - - )
527	Dutch	*leuxtjanan	lichten	lɪxtə	l ɪ x t ə		144	l ɪ x t - ə - ( - - )
267	ProtoGermanic	*leuθan	*leuθan	leuθan	l eu θ a n		74	l eu θ ( a n )
268	German	*leuθan	Lied	liːt	l iː t		74	l iː d ( - - )
269	Dutch	*leuθan	lied	liːt	l iː t		74	l iː t ( - - )
45	ProtoGermanic	*leθran	*leθran	leθran	l e θ r a n		13	l e θ - r ( a n )
46	German	*leθran	Leder	leːdər	l eː d ə r		13	l eː d ə r ( - - )
47	English	*leθran	leather	lɛðər	l ɛ ð ə r		13	l ɛ ð ə r ( - - )
210	ProtoGermanic	*librō	*librō	libroː	l i b r oː		59	l i b - r ( oː )
211	German	*librō	Leber	leːbər	l eː b ə r		59	l eː b ə r ( - )
212	English	*librō	liver	lɪvər	l ɪ v ə r		59	l ɪ v ə r ( - )
213	Dutch	*librō	lever	leːvər	l eː v ə r		59	l eː v ə r ( - )
613	ProtoGermanic	*libēnan	*libēnan	libeːnan	l i b eː n a n		170	l i b eː n ( a n )
614	German	*libēnan	leben	leːbən	l eː b ə n		170	l eː b ə n ( - - )
615	English	*libēnan	live	laɪv	l aɪ v		170	l aɪ v - - ( - - )
616	Dutch	*libēnan	leven	leːvə	l eː v ə		170	l eː v ə - ( - - )
1591	ProtoGermanic	*likkōjanan	*likkōjanan	likkoːjanan	l i kː oː j a n a n		438	l i kː ( oː ) j a n ( a n )
1592	German	*likkōjanan	lecken	lɛkən	l ɛ k ə n		438	l ɛ k ( - ) - ə n ( - - )
1593	English	*likkōjanan	lick	lɪk	l ɪ k		438	l ɪ k ( - ) - - - ( - - )
1594	Dutch	*likkōjanan	likken	lɪkə	l ɪ k ə		438	l ɪ k ( - ) - ə - ( - - )
1416	ProtoGermanic	*listiz	*listiz	listiz	l i s t i z		389	l i s t ( i z )
1417	German	*listiz	List	lɪst	l ɪ s t		389	l ɪ s t ( - - )
1418	Dutch	*listiz	list	lɪst	l ɪ s t		389	l ɪ s t ( - - )
1588	ProtoGermanic	*liznōjanan	*liznōjanan	liznoːjanan	l i z n oː j a n a n		437	l i z n ( oː ) j a n ( a n )
1589	German	*liznōjanan	lernen	lɛrnən	l ɛ r n ə n		437	l ɛ r n ( - ) - ə n ( - - )
1590	English	*liznōjanan	learn	lɜːn	l ɜː n		437	l ɜː - n ( - ) - - - ( - - )
1633	ProtoGermanic	*liθuz	*liθuz	liθuz	l i θ u z		450	l i θ ( u z )
1634	German	*liθuz	Lid	liːt	l iː t		450	l iː d ( - - )
1635	English	*liθuz	lid	lɪd	l ɪ d		450	l ɪ d ( - - )
1636	Dutch	*liθuz	lid	lɪt	l ɪ t		450	l ɪ t ( - - )
678	ProtoGermanic	*luban	*luban	luban	l u b a n		187	l u b ( a n )
679	German	*luban	Lob	loːp	l oː p		187	l oː b ( - - )
680	Dutch	*luban	lof	lɔf	l ɔ f		187	l ɔ f ( - - )
1558	ProtoGermanic	*luftuz	*luftuz	luftuz	l u f t u z		429	l u f t ( u z )
1559	German	*luftuz	Luft	lʊft	l ʊ f t		429	l ʊ f t ( - - )
1560	Dutch	*luftuz	lucht	lʉxt	l ʉ x t		429	l ʉ x t ( - - )
855	ProtoGermanic	*lukan	*lukan	lukan	l u k a n		236	l u k ( a n )
856	German	*lukan	Loch	lɔx	l ɔ x		236	l ɔ x ( - - )
857	English	*lukan	lock	lɔk	l ɔ k		236	l ɔ k ( - - )
1145	ProtoGermanic	*lukkaz	*lukkaz	lukkaz	l u kː a z		315	l u kː ( a z )
1146	German	*lukkaz	Locke	lɔkə	l ɔ k ə		315	l ɔ k ( ə - )
1147	English	*lukkaz	lock	lɔk	l ɔ k		315	l ɔ k ( - - )
1148	Dutch	*lukkaz	lok	lɔk	l ɔ k		315	l ɔ k ( - - )
887	ProtoGermanic	*lungwan	*lungwan	lungwan	l u n gʷ a n		245	l u n gʷ ( a n )
888	German	*lungwan	Lunge	lʊŋə	l ʊ ŋ ə		245	l ʊ ŋ - ( ə - )
889	English	*lungwan	lung	lʌŋ	l ʌ ŋ		245	l ʌ ŋ - ( - - )
890	Dutch	*lungwan	long	lɔŋ	l ɔ ŋ		245	l ɔ ŋ - ( - - )
1324	ProtoGermanic	*lustuz	*lustuz	lustuz	l u s t u z		364	l u s t ( u z )
1325	German	*lustuz	Lust	lʊst	l ʊ s t		364	l ʊ s t ( - - )
1326	English	*lustuz	lust	lʌst	l ʌ s t		364	l ʌ s t ( - - )
1327	Dutch	*lustuz	lust	lʉst	l ʉ s t		364	l ʉ s t ( - - )
1630	ProtoGermanic	*luxaz	*luxaz	luxaz	l u x a z		449	l u x ( a ) z
1631	German	*luxaz	Luchs	lʊks	l ʊ k s		449	l ʊ k ( - ) s
1632	Dutch	*luxaz	los	lɔs	l ɔ s		449	l ɔ - ( - ) s
917	ProtoGermanic	*lētanan	*lētanan	leːtanan	l eː t a n a n		253	l eː t a n ( a n )
918	German	*lētanan	lassen	lasən	l a s ə n		253	l a s ə n ( - - )
919	English	*lētanan	let	lɛt	l ɛ t		253	l ɛ t - - ( - - )
920	Dutch	*lētanan	laten	laːtə	l aː t ə		253	l aː t ə - ( - - )
834	ProtoGermanic	*līban	*līban	liːban	l iː b a n		230	l iː b ( a n )
835	German	*līban	Leib	laip	l ai p		230	l ai b ( - - )
836	English	*līban	life	laɪf	l aɪ f		230	l aɪ f ( - - )
837	Dutch	*līban	lijf	lɛɪf	l ɛɪ f		230	l ɛɪ f ( - - )
514	ProtoGermanic	*līkan	*līkan	liːkan	l iː k a n		141	l iː k ( a n )
515	German	*līkan	Leiche	laixə	l ai x ə		141	l ai x ( ə - )
516	Dutch	*līkan	lijk	lɛɪk	l ɛɪ k		141	l ɛɪ k ( - - )
119	ProtoGermanic	*līman	*līman	liːman	l iː m a n		34	l iː m ( a n )
120	German	*līman	Leim	laim	l ai m		34	l ai m ( - - )
121	English	*līman	lime	laɪm	l aɪ m		34	l aɪ m ( - - )
122	Dutch	*līman	lijm	lɛɪm	l ɛɪ m		34	l ɛɪ m ( - - )
940	ProtoGermanic	*līnan	*līnan	liːnan	l iː n a n		259	l iː n ( a n )
941	German	*līnan	Leine	lainə	l ai n ə		259	l ai n ( ə - )
942	English	*līnan	line	laɪn	l aɪ n		259	l aɪ n ( - - )
943	Dutch	*līnan	lijn	lɛɪn	l ɛɪ n		259	l ɛɪ n ( - - )
1430	ProtoGermanic	*līstōn	*līstōn	liːstoːn	l iː s t oː n		393	l iː s t ( oː n )
1431	German	*līstōn	Leiste	laistə	l ai s t ə		393	l ai s t ( ə - )
1432	English	*līstōn	list	lɪst	l ɪ s t		393	l ɪ s t ( - - )
1433	Dutch	*līstōn	lijst	lɛɪst	l ɛɪ s t		393	l ɛɪ s t ( - - )
1783	ProtoGermanic	*līθanan	*līθanan	liːθanan	l iː θ a n a n		490	l iː θ a n ( a n )
1784	German	*līθanan	leiden	laidən	l ai d ə n		490	l ai d ə n ( - - )
1785	Dutch	*līθanan	lijden	lɛɪdə	l ɛɪ d ə		490	l ɛɪ d ə - ( - - )
1818	ProtoGermanic	*lūsz	*lūsz	luːsz	l uː s z		500	l uː s ( z )
1819	German	*lūsz	Laus	laus	l au s		500	l au s ( - )
1820	English	*lūsz	louse	laʊs	l aʊ s		500	l aʊ s ( - )
1821	Dutch	*lūsz	luis	lœys	l œy s		500	l œy s ( - )
911	ProtoGermanic	*magaθiz	*magaθiz	magaθiz	m a g a θ i z		251	m a g a θ ( i z )
912	German	*magaθiz	Magd	maːkt	m aː g d		251	m aː g - d ( - - )
913	Dutch	*magaθiz	maagd	maːxt	m aː x t		251	m aː x - t ( - - )
1908	ProtoGermanic	*maina-aiθaz	*maina-aiθaz	maina+aiθaz	m ai n a + ai θ a z		525	m ai n ( a ai θ a z )
1909	German	*maina-aiθaz	Meineid	mainait	m ai n ai t		525	m ai n ( - ai t - - )
1910	Dutch	*maina-aiθaz	meineed	mɛɪneːt	m ɛɪ n eː t		525	m ɛɪ n ( - eː t - - )
72	ProtoGermanic	*mainjanan	*mainjanan	mainjanan	m ai n j a n a n		21	m ai n j a n ( a n )
73	German	*mainjanan	meinen	mainən	m ai n ə n		21	m ai n - ə n ( - - )
74	English	*mainjanan	mean	miːn	m iː n		21	m iː n - - - ( - - )
75	Dutch	*mainjanan	menen	meːnə	m eː n ə		21	m eː n - ə - ( - - )
35	ProtoGermanic	*maisōn	*maisōn	maisoːn	m ai s oː n		10	m ai s ( oː n )
36	German	*maisōn	Meise	maizə	m ai z ə		10	m ai z ( ə - )
37	Dutch	*maisōn	mees	meːs	m eː s		10	m eː s ( - - )
1449	ProtoGermanic	*makōjanan	*makōjanan	makoːjanan	m a k oː j a n a n		398	m a k ( oː ) j a n ( a n )
1450	German	*makōjanan	machen	maxən	m a x ə n		398	m a x ( - ) - ə n ( - - )
1451	English	*makōjanan	make	meɪk	m eɪ k		398	m eɪ k ( - ) - - - ( - - )
1452	Dutch	*makōjanan	maken	maːkə	m aː k ə		398	m aː k ( - ) - ə - ( - - )
280	ProtoGermanic	*malanan	*malanan	malanan	m a l a n a n		78	m a l a n ( a n )
281	German	*malanan	mahlen	maːlən	m aː l ə n		78	m aː l ə n ( - - )
282	Dutch	*malanan	malen	maːlə	m aː l ə		78	m aː l ə - ( - - )
984	ProtoGermanic	*maltaz	*maltaz	maltaz	m a l t a z		271	m a l t ( a z )
985	German	*maltaz	Malz	malt͡s	m a l ts		271	m a l ts ( - - )
986	English	*maltaz	malt	mɔːlt	m ɔː l t		271	m ɔː l t ( - - )
987	Dutch	*maltaz	mout	mɑut	m ɑu t		271	m ɑu - t ( - - )
41	ProtoGermanic	*markō	*markō	markoː	m a r k oː		12	m a r k oː
42	German	*markō	Mark	mark	m a r k		12	m a r k -
43	English	*markō	march	mɑːʧ	m ɑː tʃ		12	m ɑː - tʃ -
44	Dutch	*markō	mark	mɑrk	m ɑ r k		12	m ɑ r k -
1920	ProtoGermanic	*marīn	*marīn	mariːn	m a r iː n		529	m a ( r iː ) n
1921	German	*marīn	Mann	man	m a n		529	m a ( - - ) n
1922	English	*marīn	man	mæn	m æ n		529	m æ ( - - ) n
1923	Dutch	*marīn	man	mɑn	m ɑ n		529	m ɑ ( - - ) n
127	ProtoGermanic	*marōn	*marōn	maroːn	m a r oː n		36	( - - - - ) m a r ( oː n )
128	German	*marōn	Mahr	maːr	m aː r		36	( - - - - ) m aː r ( - - )
129	English	*marōn	nightmare	naɪtmɛər	n aɪ t m ɛə r		36	( n aɪ - t ) m ɛə r ( - - )
130	Dutch	*marōn	nachtmerrie	nɑxtmɛriː	n ɑ x t m ɛ r iː		36	( n ɑ x t ) m ɛ r ( iː - )
1704	ProtoGermanic	*mastaz	*mastaz	mastaz	m a s t a z		469	m a s t ( a z )
1705	German	*mastaz	Mast	mast	m a s t		469	m a s t ( - - )
1706	English	*mastaz	mast	mɑːst	m ɑː s t		469	m ɑː s t ( - - )
1707	Dutch	*mastaz	mast	mɑst	m ɑ s t		469	m ɑ s t ( - - )
1568	ProtoGermanic	*maxtiz	*maxtiz	maxtiz	m a x t i z		432	m a x t ( i z )
1569	German	*maxtiz	Macht	maxt	m a x t		432	m a x t ( - - )
1570	English	*maxtiz	might	maɪt	m aɪ t		432	m aɪ - t ( - - )
1571	Dutch	*maxtiz	macht	mɑxt	m ɑ x t		432	m ɑ x t ( - - )
375	ProtoGermanic	*medjaz	*medjaz	medjaz	m e d j a z		104	m e d j ( a z )
376	German	*medjaz	Mitte	mɪtə	m ɪ t ə		104	m ɪ t - ( ə - )
377	Dutch	*medjaz	midden	mɪdə	m ɪ d ə		104	m ɪ d - ( ə - )
641	ProtoGermanic	*meldōn	*meldōn	meldoːn	m e l d oː n		177	m e l d ( oː n )
642	German	*meldōn	Melde	mɛldə	m ɛ l d ə		177	m ɛ l d ( ə - )
643	Dutch	*meldōn	melde	mɛldə	m ɛ l d ə		177	m ɛ l d ( ə - )
663	ProtoGermanic	*melukz	*melukz	melukz	m e l u k z		183	m e l u k ( z )
664	German	*melukz	Milch	mɪlx	m ɪ l x		183	m ɪ l - x ( - )
665	English	*melukz	milk	mɪlk	m ɪ l k		183	m ɪ l - k ( - )
666	Dutch	*melukz	melk	mɛlk	m ɛ l k		183	m ɛ l - k ( - )
1220	ProtoGermanic	*metanan	*metanan	metanan	m e t a n a n		336	m e t a n ( a n )
1221	German	*metanan	messen	mɛsən	m ɛ s ə n		336	m ɛ s ə n ( - - )
1222	Dutch	*metanan	meten	meːtə	m eː t ə		336	m eː t ə - ( - - )
1769	ProtoGermanic	*mixstilaz	*mixstilaz	mixstilaz	m i x s t i l a z		486	m i x s t i l ( a z )
1770	German	*mixstilaz	Mistel	mɪstəl	m ɪ s t ə l		486	m ɪ - s t ə l ( - - )
1771	Dutch	*mixstilaz	mistel	mɪstəl	m ɪ s t ə l		486	m ɪ - s t ə l ( - - )
1901	ProtoGermanic	*mixstuz	*mixstuz	mixstuz	m i x s t u z		523	m i x s t ( u z )
1902	German	*mixstuz	Mist	mɪst	m ɪ s t		523	m ɪ - s t ( - - )
1903	Dutch	*mixstuz	mest	mɛst	m ɛ s t		523	m ɛ - s t ( - - )
644	ProtoGermanic	*mizdō	*mizdō	mizdoː	m i z d oː		178	m i z d ( oː )
645	German	*mizdō	Miete	miːtə	m iː t ə		178	m iː - t ( ə )
646	English	*mizdō	meed	miːd	m iː d		178	m iː - d ( - )
236	ProtoGermanic	*mēlan	*mēlan	meːlan	m eː l a n		66	m eː l ( a n )
237	German	*mēlan	Mal	maːl	m aː l		66	m aː l ( - - )
238	English	*mēlan	meal	miːl	m iː l		66	m iː l ( - - )
239	Dutch	*mēlan	maal	maːl	m aː l		66	m aː l ( - - )
755	ProtoGermanic	*mēnōθz	*mēnōθz	meːnoːθz	m eː n oː θ z		208	m eː n oː θ ( z )
756	German	*mēnōθz	Monat	moːnaːt	m oː n aː t		208	m oː n a t ( - )
757	English	*mēnōθz	month	mʌnθ	m ʌ n θ		208	m ʌ n - θ ( - )
758	Dutch	*mēnōθz	maand	maːnt	m aː n t		208	m aː n - t ( - )
714	ProtoGermanic	*mōdaz	*mōdaz	moːdaz	m oː d a z		197	m oː d ( a z )
715	German	*mōdaz	Mut	muːt	m uː t		197	m uː t ( - - )
716	English	*mōdaz	mood	muːd	m uː d		197	m uː d ( - - )
717	Dutch	*mōdaz	moed	muːt	m uː t		197	m uː t ( - - )
1612	ProtoGermanic	*mōdēr	*mōdēr	moːdeːr	m oː d eː r		444	m oː d eː r
1613	German	*mōdēr	Mutter	mʊtər	m ʊ t ə r		444	m ʊ t ə r
1614	English	*mōdēr	mother	mʌðər	m ʌ ð ə r		444	m ʌ ð ə r
1615	Dutch	*mōdēr	moeder	muːdər	m uː d ə r		444	m uː d ə r
171	ProtoGermanic	*mōsan	*mōsan	moːsan	m oː s a n		49	m oː s ( a n )
172	German	*mōsan	Mus	muːs	m uː s		49	m uː s ( - - )
173	Dutch	*mōsan	moes	muːs	m uː s		49	m uː s ( - - )
1062	ProtoGermanic	*mūlōn	*mūlōn	muːloːn	m uː l oː n		292	m uː l ( oː n )
1063	German	*mūlōn	Maul	maul	m au l		292	m au l ( - - )
1064	Dutch	*mūlōn	muil	mœyl	m œy l		292	m œy l ( - - )
427	ProtoGermanic	*nablōn	*nablōn	nabloːn	n a b l oː n		118	n a b - l ( oː n )
428	German	*nablōn	Nabel	naːbəl	n aː b ə l		118	n aː b ə l ( - - )
429	English	*nablōn	navel	neɪvḷ	n eɪ v ə l		118	n eɪ v ə l ( - - )
430	Dutch	*nablōn	navel	naːvəl	n aː v ə l		118	n aː v ə l ( - - )
625	ProtoGermanic	*nabō	*nabō	naboː	n a b oː		173	n a b ( oː )
626	German	*nabō	Nabe	naːbə	n aː b ə		173	n aː b ( ə )
627	English	*nabō	nave	neɪv	n eɪ v		173	n eɪ v ( - )
628	Dutch	*nabō	naaf	naːf	n aː f		173	n aː f ( - )
1572	ProtoGermanic	*naglaz	*naglaz	naglaz	n a g l a z		433	n a g - l ( a z )
1573	German	*naglaz	Nagel	naːɡəl	n aː g ə l		433	n aː g ə l ( - - )
1574	English	*naglaz	nail	neɪl	n eɪ l		433	n eɪ - - l ( - - )
1575	Dutch	*naglaz	nagel	naːɣəl	n aː ɣ ə l		433	n aː ɣ ə l ( - - )
79	ProtoGermanic	*namōn	*namōn	namoːn	n a m oː n		23	n a m oː ( n )
80	German	*namōn	Name	naːmə	n aː m ə		23	n aː m ə ( - )
81	English	*namōn	name	neɪm	n eɪ m		23	n eɪ m - ( - )
82	Dutch	*namōn	naam	naːm	n aː m		23	n aː m - ( - )
1726	ProtoGermanic	*nasō	*nasō	nasoː	n a s oː		475	n a s oː
1727	German	*nasō	Nase	naːzə	n aː z ə		475	n aː z ə
1728	English	*nasō	nose	nəʊz	n əʊ z		475	n əʊ z -
1729	Dutch	*nasō	neus	nøːs	n øː s		475	n øː s -
570	ProtoGermanic	*natilōn	*natilōn	natiloːn	n a t i l oː n		157	n a t i l ( oː n )
571	German	*natilōn	Nessel	nɛsəl	n ɛ s ə l		157	n ɛ s ə l ( - - )
572	English	*natilōn	nettle	nɛtḷ	n ɛ t ə l		157	n ɛ t ə l ( - - )
464	ProtoGermanic	*natjan	*natjan	natjan	n a t j a n		128	n a t j ( a n )
465	German	*natjan	Netz	nɛt͡s	n ɛ ts		128	n ɛ ts - ( - - )
466	English	*natjan	net	nɛt	n ɛ t		128	n ɛ t - ( - - )
467	Dutch	*natjan	net	nɛt	n ɛ t		128	n ɛ t - ( - - )
479	ProtoGermanic	*naudiz	*naudiz	naudiz	n au d i z		132	n au d ( i z )
480	German	*naudiz	Not	noːt	n oː t		132	n oː t ( - - )
481	English	*naudiz	need	niːd	n iː d		132	n iː d ( - - )
482	Dutch	*naudiz	nood	noːt	n oː t		132	n oː t ( - - )
1533	ProtoGermanic	*naxtz	*naxtz	naxtz	n a x t z		422	n a x t ( z )
1534	German	*naxtz	Nacht	naxt	n a x t		422	n a x t ( - )
1535	English	*naxtz	night	naɪt	n aɪ t		422	n aɪ - t ( - )
1536	Dutch	*naxtz	nacht	nɑxt	n ɑ x t		422	n ɑ x t ( - )
1120	ProtoGermanic	*nebulō	*nebulō	nebuloː	n e b u l oː		308	n e b u l ( oː )
1121	German	*nebulō	Nebel	neːbəl	n eː b ə l		308	n eː b ə l ( - )
1122	Dutch	*nebulō	nevel	neːvəl	n eː v ə l		308	n eː v ə l ( - )
1014	ProtoGermanic	*nefōd	*nefōd	nefoːd	n e f oː d		279	n e f oː ( d )
1015	German	*nefōd	Neffe	nɛfə	n ɛ f ə		279	n ɛ f ə ( - )
1016	Dutch	*nefōd	neef	neːf	n eː f		279	n eː f - ( - )
1565	ProtoGermanic	*nemanan	*nemanan	nemanan	n e m a n a n		431	n e m a n ( a n )
1566	German	*nemanan	nehmen	neːmən	n eː m ə n		431	n eː m ə n ( - - )
1567	Dutch	*nemanan	nemen	neːmə	n eː m ə		431	n eː m ə - ( - - )
296	ProtoGermanic	*neurōn	*neurōn	neuroːn	n eu r oː n		83	n eu r oː ( n )
297	German	*neurōn	Niere	niːrə	n iː r ə		83	n iː r ə ( - )
298	Dutch	*neurōn	nier	niːr	n iː r		83	n iː r - ( - )
322	ProtoGermanic	*newun	*newun	newun	n e w u n		90	n e w u n
323	German	*newun	neun	nɔyn	n ɔy n		90	n ɔy - - n
324	English	*newun	nine	naɪn	n aɪ n		90	n aɪ - - n
325	Dutch	*newun	negen	neːɣə	n eː ɣ ə		90	n eː ɣ ə -
13	ProtoGermanic	*nikwiz	*nikwiz	nikwiz	n i kʷ i z		4	n i kʷ ( i z )
14	German	*nikwiz	Nix	nɪks	n ɪ k s		4	n ɪ k ( - s )
15	Dutch	*nikwiz	nikker	nɪkər	n ɪ k ə r		4	n ɪ k ( ə r )
314	ProtoGermanic	*nistan	*nistan	nistan	n i s t a n		88	n i s t ( a n )
315	German	*nistan	Nest	nɛst	n ɛ s t		88	n ɛ s t ( - - )
316	English	*nistan	nest	nɛst	n ɛ s t		88	n ɛ s t ( - - )
317	Dutch	*nistan	nest	nɛst	n ɛ s t		88	n ɛ s t ( - - )
123	ProtoGermanic	*nēθlō	*nēθlō	neːθloː	n eː θ l oː		35	n eː θ - l ( oː )
124	German	*nēθlō	Nadel	naːdəl	n aː d ə l		35	n aː d ə l ( - )
125	English	*nēθlō	needle	niːdḷ	n iː d ə l		35	n iː d ə l ( - )
126	Dutch	*nēθlō	naald	naːlt	n aː l t		35	n aː - - l ( t )
1605	ProtoGermanic	*pleganan	*pleganan	pleganan	p l e g a n a n		442	p l e g a n ( a n )
1606	German	*pleganan	pflegen	p͡fleːɡən	pf l eː g ə n		442	pf l eː g ə n ( - - )
1607	Dutch	*pleganan	plegen	pleːɣə	p l eː ɣ ə		442	p l eː ɣ ə - ( - - )
1301	ProtoGermanic	*raipan	*raipan	raipan	r ai p a n		358	r ai p ( a n )
1302	German	*raipan	Reif	raif	r ai f		358	r ai f ( - - )
1303	English	*raipan	rope	rəʊp	r əʊ p		358	r əʊ p ( - - )
1304	Dutch	*raipan	rijp	rɛɪp	r ɛɪ p		358	r ɛɪ p ( - - )
283	ProtoGermanic	*raisō	*raisō	raisoː	r ai s oː		79	r ai s oː
284	German	*raisō	Reise	raizə	r ai z ə		79	r ai z ə
285	Dutch	*raisō	reis	rɛɪs	r ɛɪ s		79	r ɛɪ s -
1730	ProtoGermanic	*raixōn	*raixōn	raixoːn	r ai x oː n		476	r ai ( x oː n )
1731	German	*raixōn	Reh	reː	r eː		476	r eː ( - - - )
1732	English	*raixōn	roe	rəʊ	r əʊ		476	r əʊ ( - - - )
1733	Dutch	*raixōn	ree	reː	r eː		476	r eː ( - - - )
1723	ProtoGermanic	*rammaz	*rammaz	rammaz	r a m a z		474	r a m ( a z )
1724	German	*rammaz	Rahmen	raːmən	r aː m ə n		474	r aː m ( ə n )
1725	Dutch	*rammaz	raam	raːm	r aː m		474	r aː m ( - - )
725	ProtoGermanic	*randiz	*randiz	randiz	r a n d i z		200	r a n d ( i z )
726	German	*randiz	Rand	rant	r a n t		200	r a n d ( - - )
727	Dutch	*randiz	rand	rɑnt	r ɑ n t		200	r ɑ n t ( - - )
557	ProtoGermanic	*rastō	*rastō	rastoː	r a s t oː		153	r a s t ( oː )
558	German	*rastō	Rast	rast	r a s t		153	r a s t ( - )
559	English	*rastō	rest	rɛst	r ɛ s t		153	r ɛ s t ( - )
1786	ProtoGermanic	*raubō	*raubō	rauboː	r au b oː		491	r au b ( oː )
1787	German	*raubō	Raub	raup	r au p		491	r au b ( - )
1788	Dutch	*raubō	roof	roːf	r oː f		491	r oː f ( - )
703	ProtoGermanic	*raukiz	*raukiz	raukiz	r au k i z		194	r au k ( i z )
704	German	*raukiz	Rauch	raux	r au x		194	r au x ( - - )
705	English	*raukiz	reek	riːk	r iː k		194	r iː k ( - - )
706	Dutch	*raukiz	rook	roːk	r oː k		194	r oː k ( - - )
286	ProtoGermanic	*rausan	*rausan	rausan	r au s a n		80	r au s ( a n )
287	German	*rausan	Rohr	roːr	r oː r		80	r oː r ( - - )
288	Dutch	*rausan	roer	ruːr	r uː r		80	r uː r ( - - )
607	ProtoGermanic	*raθan	*raθan	raθan	r a θ a n		168	r a θ ( a n )
608	German	*raθan	Rad	raːt	r aː t		168	r aː d ( - - )
609	Dutch	*raθan	rad	rɑt	r ɑ t		168	r ɑ t ( - - )
1537	ProtoGermanic	*raθjō	*raθjō	raθjoː	r a θ j oː		423	r a θ j oː
1538	German	*raθjō	Rede	reːdə	r eː d ə		423	r eː d - ə
1539	Dutch	*raθjō	rede	reːdə	r eː d ə		423	r eː d - ə
872	ProtoGermanic	*regna-bugōn	*regna-bugōn	regna+bugoːn	r e g n a + b u g oː n		241	r e g - ( n a b u g oː n )
873	German	*regna-bugōn	Regenbogen	reːɡənboːɡən	r eː g ə n b oː g ə n		241	r eː g ə ( n - b oː g ə n )
874	English	*regna-bugōn	rainbow	reɪnbəʊ	r eɪ n b əʊ		241	r eɪ - - ( n - b əʊ - - - )
875	Dutch	*regna-bugōn	regenboog	reːɣəmboːx	r eː ɣ ə m b oː x		241	r eː ɣ ə ( m - b oː x - - )
1065	ProtoGermanic	*regnan	*regnan	regnan	r e g n a n		293	r e g - n ( a n )
1066	German	*regnan	Regen	reːɡən	r eː g ə n		293	r eː g ə n ( - - )
1067	English	*regnan	rain	reɪn	r eɪ n		293	r eɪ - - n ( - - )
1068	Dutch	*regnan	regen	reːɣə	r eː ɣ ə		293	r eː ɣ ə - ( - - )
1543	ProtoGermanic	*rendō	*rendō	rendoː	r e n d oː		425	r e n d oː
1544	German	*rendō	Rinde	rɪndə	r ɪ n d ə		425	r ɪ n d ə
1545	English	*rendō	rind	raɪnd	r aɪ n d		425	r aɪ n d -
962	ProtoGermanic	*rennanan	*rennanan	rennanan	r e nː a n a n		265	r e nː a n ( a n )
963	German	*rennanan	rinnen	rɪnən	r ɪ n ə n		265	r ɪ n ə n ( - - )
964	English	*rennanan	run	rʌn	r ʌ n		265	r ʌ n - - ( - - )
1463	ProtoGermanic	*reukanan	*reukanan	reukanan	r eu k a n a n		402	r eu k a n ( a n )
1464	German	*reukanan	riechen	riːxən	r iː x ə n		402	r iː x ə n ( - - )
1465	Dutch	*reukanan	ruiken	rœykə	r œy k ə		402	r œy k ə - ( - - )
1490	ProtoGermanic	*reumōn	*reumōn	reumoːn	r eu m oː n		410	r eu m oː ( n )
1491	German	*reumōn	Riemen	riːmən	r iː m ə n		410	r iː m ə ( n )
1492	Dutch	*reumōn	riem	riːm	r iː m		410	r iː m - ( - )
1367	ProtoGermanic	*rextjanan	*rextjanan	rextjanan	r e x t j a n a n		376	r e x t j a n ( a n )
1368	German	*rextjanan	richten	rɪxtən	r ɪ x t ə n		376	r ɪ x t - ə n ( - - )
1369	Dutch	*rextjanan	richten	rɪxtə	r ɪ x t ə		376	r ɪ x t - ə - ( - - )
1456	ProtoGermanic	*rugiz	*rugiz	rugiz	r u g i z		400	r u g i ( z )
