ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
1924	ProtoGermanic	*webanan	*webanan	webanan	w e b a n a n		530	w e b a n ( a n )
1925	German	*webanan	weben	veːbən	v eː b ə n		530	v eː b ə n ( - - )
1926	English	*webanan	weave	ʋiːv	ʋ iː v		530	ʋ iː v - - ( - - )
1927	Dutch	*webanan	weven	ʋeːvə	ʋ eː v ə		530	ʋ eː v ə - ( - - )
655	ProtoGermanic	*wedran	*wedran	wedran	w e d r a n		181	w e d - r ( a n )
656	German	*wedran	Wetter	vɛtər	v ɛ t ə r		181	v ɛ t ə r ( - - )
657	English	*wedran	weather	ʋɛðər	ʋ ɛ ð ə r		181	ʋ ɛ ð ə r ( - - )
658	Dutch	*wedran	weder	ʋeːdər	ʋ eː d ə r		181	ʋ eː d ə r ( - - )
1875	ProtoGermanic	*wegaz	*wegaz	wegaz	w e g a z		516	w e g ( a z )
1876	German	*wegaz	Weg	veːk	v eː k		516	v eː k ( - - )
1877	English	*wegaz	way	ʋeɪ	ʋ eɪ		516	ʋ eɪ - ( - - )
1878	Dutch	*wegaz	weg	ʋɛx	ʋ ɛ x		516	ʋ ɛ x ( - - )
214	ProtoGermanic	*weljōn	*weljōn	weljoːn	w e l j oː n		60	w e l j oː ( n )
215	German	*weljōn	Wille	vɪlə	v ɪ l ə		60	v ɪ l - ə ( - )
216	English	*weljōn	will	ʋɪl	ʋ ɪ l		60	ʋ ɪ l - - ( - )
217	Dutch	*weljōn	wil	ʋɪl	ʋ ɪ l		60	ʋ ɪ l - - ( - )
895	ProtoGermanic	*wendanan	*wendanan	wendanan	w e n d a n a n		247	w e n d a n ( a n )
896	German	*wendanan	winden	vɪndən	v ɪ n d ə n		247	v ɪ n d ə n ( - - )
897	English	*wendanan	wind	ʋɪnd	ʋ ɪ n d		247	ʋ ɪ n d - - ( - - )
898	Dutch	*wendanan	winden	ʋɪndə	ʋ ɪ n d ə		247	ʋ ɪ n d ə - ( - - )
273	ProtoGermanic	*wentruz	*wentruz	wentruz	w e n t r u z		76	w e n t - r ( u z )
274	German	*wentruz	Winter	vɪntər	v ɪ n t ə r		76	v ɪ n t ə r ( - - )
275	English	*wentruz	winter	ʋɪntər	ʋ ɪ n t ə r		76	ʋ ɪ n t ə r ( - - )
276	Dutch	*wentruz	winter	ʋɪntər	ʋ ɪ n t ə r		76	ʋ ɪ n t ə r ( - - )
790	ProtoGermanic	*werduz	*werduz	werduz	w e r d u z		217	w e r d ( u z )
791	German	*werduz	Wirt	vɪrt	v ɪ r t		217	v ɪ r t ( - - )
792	Dutch	*werduz	waard	ʋaːrt	ʋ aː r t		217	ʋ aː r t ( - - )
1554	ProtoGermanic	*werpanan	*werpanan	werpanan	w e r p a n a n		428	w e r p a n ( a n )
1555	German	*werpanan	werfen	vɛrfən	v ɛ r f ə n		428	v ɛ r f ə n ( - - )
1556	English	*werpanan	warp	ʋɔːp	ʋ ɔː p		428	ʋ ɔː - p - - ( - - )
1557	Dutch	*werpanan	werpen	ʋɛrpə	ʋ ɛ r p ə		428	ʋ ɛ r p ə - ( - - )
763	ProtoGermanic	*werθanan	*werθanan	werθanan	w e r θ a n a n		210	w e r θ a n ( a n )
764	German	*werθanan	werden	veːrdən	v eː r d ə n		210	v eː r d ə n ( - - )
765	Dutch	*werθanan	worden	ʋɔrdə	ʋ ɔ r d ə		210	ʋ ɔ r d ə - ( - - )
1486	ProtoGermanic	*weslon	*weslon	weslon	w e s l o n		409	w e s - l ( o n )
1487	German	*weslon	Wiesel	viːzəl	v iː z ə l		409	v iː z ə l ( - - )
1488	English	*weslon	weasel	ʋiːzḷ	ʋ iː z ə l		409	ʋ iː z ə l ( - - )
1489	Dutch	*weslon	wezel	ʋeːzəl	ʋ eː z ə l		409	ʋ eː z ə l ( - - )
1316	ProtoGermanic	*westanē	*westanē	westaneː	w e s t a n eː		362	w e s t a n ( eː )
1317	German	*westanē	Westen	vɛstən	v ɛ s t ə n		362	v ɛ s t ə n ( - )
1318	English	*westanē	west	ʋɛst	ʋ ɛ s t		362	ʋ ɛ s t - - ( - )
1319	Dutch	*westanē	westen	ʋɛstə	ʋ ɛ s t ə		362	ʋ ɛ s t ə - ( - )
1102	ProtoGermanic	*wextiz	*wextiz	wextiz	w e x t i z		303	w e x t ( i z )
1103	German	*wextiz	Wicht	vɪxt	v ɪ x t		303	v ɪ x t ( - - )
1104	English	*wextiz	wight	ʋaɪt	ʋ aɪ t		303	ʋ aɪ - t ( - - )
194	ProtoGermanic	*widuwōn	*widuwōn	widuwoːn	w i d u w oː n		55	w i d u w oː ( n )
195	German	*widuwōn	Witwe	vɪtvə	v ɪ t v ə		55	v ɪ t - v ə ( - )
196	English	*widuwōn	widow	ʋɪdəʊ	ʋ ɪ d əʊ		55	ʋ ɪ d əʊ - - ( - )
197	Dutch	*widuwōn	weduwe	ʋeːdyːʋə	ʋ eː d yː ʋ ə		55	ʋ eː d yː ʋ ə ( - )
1550	ProtoGermanic	*wira-aldiz	*wira-aldiz	wira+aldiz	w i r a + a l d i z		427	w i r a l d ( i z )
1551	German	*wira-aldiz	Welt	vɛlt	v ɛ l t		427	v ɛ - - l t ( - - )
1552	English	*wira-aldiz	world	ʋɜːld	ʋ ɜː l d		427	ʋ ɜː - - l d ( - - )
1553	Dutch	*wira-aldiz	wereld	ʋeːrəlt	ʋ eː r ə l t		427	ʋ eː r ə l t ( - - )
139	ProtoGermanic	*wiraz	*wiraz	wiraz	w i r a z		39	w i r ( a z )
140	German	*wiraz	Wehr	veːr	v eː r		39	v eː r ( - - )
141	Dutch	*wiraz	weer	ʋeːr	ʋ eː r		39	ʋ eː r ( - - )
1370	ProtoGermanic	*wixslan	*wixslan	wixslan	w i x s l a n		377	w i x s - l ( a n )
1371	German	*wixslan	Wechsel	vɛksəl	v ɛ k s ə l		377	v ɛ k s ə l ( - - )
1372	Dutch	*wixslan	wissel	ʋɪsəl	ʋ ɪ s ə l		377	ʋ ɪ - s ə l ( - - )
1116	ProtoGermanic	*wiθra	*wiθra	wiθra	w i θ r a		307	w i θ - r ( a )
1117	German	*wiθra	Widder	vɪdər	v ɪ d ə r		307	v ɪ d ə r ( - )
1118	English	*wiθra	wether	ʋɛðər	ʋ ɛ ð ə r		307	ʋ ɛ ð ə r ( - )
1119	Dutch	*wiθra	weder	ʋeːdər	ʋ eː d ə r		307	ʋ eː d ə r ( - )
503	ProtoGermanic	*wokraz	*wokraz	wokraz	w o k r a z		138	w o k - r ( a z )
504	German	*wokraz	Wucher	vuːxər	v uː x ə r		138	v uː x ə r ( - - )
505	Dutch	*wokraz	woeker	ʋuːkər	ʋ uː k ə r		138	ʋ uː k ə r ( - - )
992	ProtoGermanic	*wrenganan	*wrenganan	wrenganan	w r e n g a n a n		273	w r e n g a n ( a n )
993	German	*wrenganan	ringen	rɪŋən	r ɪ ŋ ə n		273	- r ɪ ŋ - ə n ( - - )
994	English	*wrenganan	wring	rɪŋ	r ɪ ŋ		273	- r ɪ ŋ - - - ( - - )
995	Dutch	*wrenganan	wringen	ʋrɪŋə	ʋ r ɪ ŋ ə		273	ʋ r ɪ ŋ - ə - ( - - )
1519	ProtoGermanic	*wulfaz	*wulfaz	wulfaz	w u l f a z		418	w u l f ( a z )
1520	German	*wulfaz	Wolf	vɔlf	v ɔ l f		418	v ɔ l f ( - - )
1521	English	*wulfaz	wolf	ʋʊlf	ʋ ʊ l f		418	ʋ ʊ l f ( - - )
1522	Dutch	*wulfaz	wolf	ʋɔlf	ʋ ɔ l f		418	ʋ ɔ l f ( - - )
1688	ProtoGermanic	*wulknan	*wulknan	wulknan	w u l k n a n		464	w u l k ( n a n )
1689	German	*wulknan	Wolke	vɔlkə	v ɔ l k ə		464	v ɔ l k ( - ə - )
1690	Dutch	*wulknan	wolk	ʋɔlk	ʋ ɔ l k		464	ʋ ɔ l k ( - - - )
1478	ProtoGermanic	*wullo	*wullo	wullo	w u lː o		407	w u lː o
1479	German	*wullo	Wolle	vɔlə	v ɔ l ə		407	v ɔ l ə
1480	English	*wullo	wool	ʋʊl	ʋ ʊ l		407	ʋ ʊ l -
1481	Dutch	*wullo	wol	ʋɔl	ʋ ɔ l		407	ʋ ɔ l -
1046	ProtoGermanic	*wundran	*wundran	wundran	w u n d r a n		288	w u n d - r ( a n )
1047	German	*wundran	Wunder	vʊndər	v ʊ n d ə r		288	v ʊ n d ə r ( - - )
1048	English	*wundran	wonder	ʋʌndər	ʋ ʌ n d ə r		288	ʋ ʌ n d ə r ( - - )
1049	Dutch	*wundran	wonder	ʋɔndər	ʋ ɔ n d ə r		288	ʋ ɔ n d ə r ( - - )
232	ProtoGermanic	*wurdan	*wurdan	wurdan	w u r d a n		65	w u r d ( a n )
233	German	*wurdan	Wort	vɔrt	v ɔ r t		65	v ɔ r t ( - - )
234	English	*wurdan	word	ʋɜːd	ʋ ɜː d		65	ʋ ɜː - d ( - - )
235	Dutch	*wurdan	woord	ʋoːrt	ʋ oː r t		65	ʋ oː r t ( - - )
1843	ProtoGermanic	*wurdjan	*wurdjan	wurdjan	w u r d j a n		507	( - - - ) w u r d ( j a n )
1844	German	*wurdjan	Antwort	antvɔrt	a n t v ɔ r t		507	( a n t ) v ɔ r t ( - - - )
1845	Dutch	*wurdjan	antwoord	ɑntʋoːrt	ɑ n t ʋ oː r t		507	( ɑ n t ) ʋ oː r t ( - - - )
1123	ProtoGermanic	*wurmaz/wurmiz	*wurmaz/wurmiz	wurmaz/wurmiz	w u r m a z		309	w u r m ( a z )
1124	German	*wurmaz/wurmiz	Wurm	vʊrm	v ʊ r m		309	v ʊ r m ( - - )
1125	English	*wurmaz/wurmiz	worm	ʋɜːm	ʋ ɜː m		309	ʋ ɜː - m ( - - )
1126	Dutch	*wurmaz/wurmiz	worm	ʋɔrm	ʋ ɔ r m		309	ʋ ɔ r m ( - - )
398	ProtoGermanic	*wēgiz	*wēgiz	weːgiz	w eː g i z		110	w eː g i ( z )
399	German	*wēgiz	Waage	vaːɡə	v aː g ə		110	v aː g ə ( - )
400	Dutch	*wēgiz	waag	ʋaːx	ʋ aː x		110	ʋ aː x - ( - )
1040	ProtoGermanic	*wējanan	*wējanan	weːjanan	w eː j a n a n		286	w eː j a n ( a n )
1041	German	*wējanan	wehen	veːən	v eː ə n		286	v eː - ə n ( - - )
1042	Dutch	*wējanan	waaien	ʋaːjə	ʋ aː j ə		286	ʋ aː j ə - ( - - )
671	ProtoGermanic	*wēpnan	*wēpnan	weːpnan	w eː p n a n		185	w eː p n a n
672	German	*wēpnan	Waffe	vafə	v a f ə		185	v a f - ə -
673	English	*wēpnan	weapon	ʋɛpən	ʋ ɛ p ə n		185	ʋ ɛ p - ə n
674	Dutch	*wēpnan	wapen	ʋaːpə	ʋ aː p ə		185	ʋ aː p - ə -
1	ProtoGermanic	*wīban	*wīban	wiːban	w iː b a n		538	w iː b ( a n )
2	German	*wīban	Weib	vaip	v ai p		538	v ai b ( - - )
3	English	*wīban	wife	ʋaɪf	ʋ aɪ f		538	ʋ aɪ f ( - - )
4	Dutch	*wīban	wijf	ʋɛɪf	ʋ ɛɪ f		538	ʋ ɛɪ f ( - - )
1286	ProtoGermanic	*wīgjanan	*wīgjanan	wiːgjanan	w iː g j a n a n		354	w iː g j a n ( a n )
1287	German	*wīgjanan	weihen	vaiən	v ai ə n		354	v ai - - ə n ( - - )
1288	Dutch	*wīgjanan	wijden	ʋɛɪdə	ʋ ɛɪ d ə		354	ʋ ɛɪ d - ə - ( - - )
803	ProtoGermanic	*wīsjanan	*wīsjanan	wiːsjanan	w iː s j a n a n		221	w iː s j a n ( a n )
804	German	*wīsjanan	weisen	vaizən	v ai z ə n		221	v ai z - ə n ( - - )
805	Dutch	*wīsjanan	wijzen	ʋɛɪzə	ʋ ɛɪ z ə		221	ʋ ɛɪ z - ə - ( - - )
965	ProtoGermanic	*xabrōn	*xabrōn	xabroːn	x a b r oː n		266	x a b r oː n
966	German	*xabrōn	Hafer	haːfər	h aː f ə r		266	h aː f - ə r
967	Dutch	*xabrōn	haver	haːvər	h aː v ə r		266	h aː v - ə r
1789	ProtoGermanic	*xabukaz	*xabukaz	xabukaz	x a b u k a z		492	x a b u k ( a z )
1790	German	*xabukaz	Habicht	haːbɪxt	h aː b ɪ x t		492	h aː b ɪ x ( - t )
1791	English	*xabukaz	hawk	hɔːk	h ɔː k		492	h ɔː - - k ( - - )
1792	Dutch	*xabukaz	havik	haːvɪk	h aː v ɪ k		492	h aː v ɪ k ( - - )
1332	ProtoGermanic	*xabēnan	*xabēnan	xabeːnan	x a b eː n a n		366	x a b eː n ( a n )
1333	German	*xabēnan	haben	haːbən	h aː b ə n		366	h aː b ə n ( - - )
1334	English	*xabēnan	have	hæv	h æ v		366	h æ v - - ( - - )
1335	Dutch	*xabēnan	hebben	hɛbə	h ɛ b ə		366	h ɛ b ə - ( - - )
61	ProtoGermanic	*xaftjan	*xaftjan	xaftjan	x a f t j a n		18	x a f t ( j a n )
62	German	*xaftjan	Heft	hɛft	h ɛ f t		18	h ɛ f t ( - - - )
63	Dutch	*xaftjan	hecht	hɛxt	h ɛ x t		18	h ɛ x t ( - - - )
382	ProtoGermanic	*xagjaz	*xagjaz	xagjaz	x a g j a z		106	x a g j ( a z )
383	German	*xagjaz	Hecke	hɛkə	h ɛ k ə		106	h ɛ k - ( ə - )
384	English	*xagjaz	hedge	hɛʤ	h ɛ dʒ		106	h ɛ dʒ - ( - - )
385	Dutch	*xagjaz	heg	hɛx	h ɛ x		106	h ɛ x - ( - - )
1000	ProtoGermanic	*xaglan	*xaglan	xaglan	x a g l a n		275	x a g - l ( a n )
1001	German	*xaglan	Hagel	haːɡəl	h aː g ə l		275	h aː g ə l ( - - )
1002	English	*xaglan	hail	heɪl	h eɪ l		275	h eɪ - - l ( - - )
1003	Dutch	*xaglan	hagel	haːɣəl	h aː ɣ ə l		275	h aː ɣ ə l ( - - )
751	ProtoGermanic	*xagōn	*xagōn	xagoːn	x a g oː n		207	x a g ( oː n )
752	German	*xagōn	Hag	haːk	h aː k		207	h aː k ( - - )
753	English	*xagōn	haw	hɔː	h ɔː		207	h ɔː - ( - - )
754	Dutch	*xagōn	haag	haːx	h aː x		207	h aː x ( - - )
186	ProtoGermanic	*xailjanan	*xailjanan	xailjanan	x ai l j a n a n		53	x ai l j a n ( a n )
187	German	*xailjanan	heilen	hailən	h ai l ə n		53	h ai l - ə n ( - - )
188	English	*xailjanan	heal	hiːl	h iː l		53	h iː l - - - ( - - )
189	Dutch	*xailjanan	helen	heːlə	h eː l ə		53	h eː l - ə - ( - - )
9	ProtoGermanic	*xaimaz	*xaimaz	xaimaz	x ai m a z		532	x ai m ( a z )
10	German	*xaimaz	Heim	haim	h ai m		532	h ai m ( - - )
11	English	*xaimaz	home	həʊm	h əʊ m		532	h əʊ m ( - - )
12	Dutch	*xaimaz	heem	heːm	h eː m		532	h eː m ( - - )
564	ProtoGermanic	*xaiθiz	*xaiθiz	xaiθiz	x ai θ i z		155	x ai θ i ( z )
565	German	*xaiθiz	Heide	haidə	h ai d ə		155	h ai d ə ( - )
566	English	*xaiθiz	heath	hiːθ	h iː θ		155	h iː θ - ( - )
1246	ProtoGermanic	*xaldanan	*xaldanan	xaldanan	x a l d a n a n		343	x a l d a n ( a n )
1247	German	*xaldanan	halten	haltən	h a l t ə n		343	h a l t ə n ( - - )
1248	English	*xaldanan	hold	həʊld	h əʊ l d		343	h əʊ l d - - ( - - )
1249	Dutch	*xaldanan	houden	hɑudə	h ɑu d ə		343	h ɑu - d ə - ( - - )
1460	ProtoGermanic	*xaliθz	*xaliθz	xaliθz	x a l i θ z		401	x a l i θ ( z )
1461	German	*xaliθz	Held	hɛlt	h ɛ l t		401	h ɛ l - d ( - )
1462	Dutch	*xaliθz	held	hɛlt	h ɛ l t		401	h ɛ l - t ( - )
1775	ProtoGermanic	*xallō	*xallō	xalloː	x a lː oː		488	x a lː oː
1776	German	*xallō	Halle	halə	h a l ə		488	h a l ə
1777	English	*xallō	hall	hɔːl	h ɔː l		488	h ɔː l -
1778	Dutch	*xallō	hal	hɑl	h ɑ l		488	h ɑ l -
51	ProtoGermanic	*xalmaz	*xalmaz	xalmaz	x a l m a z		15	x a l m ( a z )
52	German	*xalmaz	Halm	halm	h a l m		15	h a l m ( - - )
53	Dutch	*xalmaz	halm	hɑlm	h ɑ l m		15	h ɑ l m ( - - )
303	ProtoGermanic	*xalsaz	*xalsaz	xalsaz	x a l s a z		85	x a l s ( a z )
304	German	*xalsaz	Hals	hals	h a l s		85	h a l s ( - - )
305	Dutch	*xalsaz	hals	hɑls	h ɑ l s		85	h ɑ l s ( - - )
434	ProtoGermanic	*xamaraz	*xamaraz	xamaraz	x a m a r a z		120	x a m a r ( a z )
435	German	*xamaraz	Hammer	hamər	h a m ə r		120	h a m ə r ( - - )
436	English	*xamaraz	hammer	hæmər	h æ m ə r		120	h æ m ə r ( - - )
437	Dutch	*xamaraz	hamer	haːmər	h aː m ə r		120	h aː m ə r ( - - )
528	ProtoGermanic	*xandlōjanan	*xandlōjanan	xandloːjanan	x a n d l oː j a n a n		145	x a n d - l ( oː j a n a n )
529	German	*xandlōjanan	handeln	handəln	h a n d ə l n		145	h a n d ə l ( - n - - - - )
530	English	*xandlōjanan	handle	hændḷ	h æ n d ə l		145	h æ n d ə l ( - - - - - - )
531	Dutch	*xandlōjanan	handelen	hɑndələ	h ɑ n d ə l ə		145	h ɑ n d ə l ( ə - - - - - )
390	ProtoGermanic	*xanduz	*xanduz	xanduz	x a n d u z		108	x a n d ( u z )
391	German	*xanduz	Hand	hant	h a n t		108	h a n d ( - - )
392	English	*xanduz	hand	hænd	h æ n d		108	h æ n d ( - - )
393	Dutch	*xanduz	hand	hɑnt	h ɑ n t		108	h ɑ n t ( - - )
289	ProtoGermanic	*xanxistaz	*xanxistaz	xanxistaz	x a n x i s t a z		81	x a n x ( i ) s t ( a z )
290	German	*xanxistaz	Hengst	hɛŋst	h ɛ ŋ s t		81	h ɛ ŋ - ( - ) s t ( - - )
291	Dutch	*xanxistaz	hengst	hɛŋst	h ɛ ŋ s t		81	h ɛ ŋ - ( - ) s t ( - - )
1523	ProtoGermanic	*xarbistuz	*xarbistuz	xarbistuz	x a r b i s t u z		419	x a r b i s t ( u z )
1524	German	*xarbistuz	Herbst	hɛrpst	h ɛ r p s t		419	h ɛ r p - s t ( - - )
1525	English	*xarbistuz	harvest	hɑːvɪst	h ɑː v ɪ s t		419	h ɑː - v ɪ s t ( - - )
1526	Dutch	*xarbistuz	herfst	hɛrfst	h ɛ r f s t		419	h ɛ r f - s t ( - - )
848	ProtoGermanic	*xariz	*xariz	xariz	x a r i z		234	x a r ( i z )
849	German	*xariz	Heer	heːr	h eː r		234	h eː r ( - - )
850	Dutch	*xariz	heer	heːr	h eː r		234	h eː r ( - - )
449	ProtoGermanic	*xarmaz	*xarmaz	xarmaz	x a r m a z		124	x a r m ( a z )
450	German	*xarmaz	Harm	harm	h a r m		124	h a r m ( - - )
451	English	*xarmaz	harm	hɑːm	h ɑː m		124	h ɑː - m ( - - )
487	ProtoGermanic	*xaslaz	*xaslaz	xaslaz	x a s l a z		134	x a s - l ( a z )
488	German	*xaslaz	Hasel	haːzəl	h aː z ə l		134	h aː z ə l ( - - )
489	English	*xaslaz	hazel	heɪzḷ	h eɪ z ə l		134	h eɪ z ə l ( - - )
490	Dutch	*xaslaz	hazelaar	haːzəlaːr	h aː z ə l aː r		134	h aː z ə l ( aː r )
151	ProtoGermanic	*xattuz	*xattuz	xattuz	x oː d a z		43	x oː d ( a z )
152	German	*xattuz	Hut	huːt	h uː t		43	h uː t ( - - )
153	English	*xattuz	hood	hʊd	h ʊ d		43	h ʊ d ( - - )
251	ProtoGermanic	*xaubudan	*xaubudan	xaubudan	x au b u d a n		70	x au b ( u ) d ( a n )
252	German	*xaubudan	Haupt	haupt	h au p t		70	h au p ( - ) t ( - - )
253	English	*xaubudan	head	hɛd	h ɛ d		70	h ɛ - ( - ) d ( - - )
254	Dutch	*xaubudan	hoofd	hoːft	h oː f t		70	h oː f ( - ) t ( - - )
90	ProtoGermanic	*xawwanan	*xawwanan	xawwanan	x a w a n a n		26	x - a w a n ( a n )
91	German	*xawwanan	hauen	hauən	h au ə n		26	h - au - ə n ( - - )
92	English	*xawwanan	hew	hjuː	h j uː		26	h j uː - - - ( - - )
93	Dutch	*xawwanan	houwen	hɑuʋə	h ɑu ʋ ə		26	h - ɑu ʋ ə - ( - - )
806	ProtoGermanic	*xawwjan	*xawwjan	xawwjan	x a w j a n		222	x a w ( j a n )
807	German	*xawwjan	Heu	hɔy	h ɔy		222	h ɔy - ( - - - )
808	English	*xawwjan	hay	heɪ	h eɪ		222	h eɪ - ( - - - )
809	Dutch	*xawwjan	hooi	hoːj	h oː j		222	h oː - ( j - - )
1339	ProtoGermanic	*xazwaz	*xazwaz	xazwaz	x a z w a z		368	x a z ( w a z )
1340	German	*xazwaz	Haar	haːr	h aː r		368	h aː r ( - - - )
1341	English	*xazwaz	hair	hɛər	h ɛə r		368	h ɛə r ( - - - )
1342	Dutch	*xazwaz	haar	haːr	h aː r		368	h aː r ( - - - )
1691	ProtoGermanic	*xelanan	*xelanan	xelanan	x e l a n a n		465	x e l a n ( a n )
1692	German	*xelanan	hehlen	heːlən	h eː l ə n		465	h eː l ə n ( - - )
1693	Dutch	*xelanan	helen	heːlə	h eː l ə		465	h eː l ə - ( - - )
629	ProtoGermanic	*xelmaz	*xelmaz	xelmaz	x e l m a z		174	x e l m ( a z )
630	German	*xelmaz	Helm	hɛlm	h ɛ l m		174	h ɛ l m ( - - )
631	English	*xelmaz	helm	hɛlm	h ɛ l m		174	h ɛ l m ( - - )
632	Dutch	*xelmaz	helm	hɛlm	h ɛ l m		174	h ɛ l m ( - - )
1438	ProtoGermanic	*xelpanan	*xelpanan	xelpanan	x e l p a n a n		395	x e l p a n ( a n )
1439	German	*xelpanan	helfen	hɛlfən	h ɛ l f ə n		395	h ɛ l f ə n ( - - )
1440	English	*xelpanan	help	hɛlp	h ɛ l p		395	h ɛ l p - - ( - - )
1441	Dutch	*xelpanan	helpen	hɛlpə	h ɛ l p ə		395	h ɛ l p ə - ( - - )
475	ProtoGermanic	*xelpō	*xelpō	xelpoː	x e l p oː		131	x e l p oː
476	German	*xelpō	Hilfe	hɪlfə	h ɪ l f ə		131	h ɪ l f ə
477	English	*xelpō	help	hɛlp	h ɛ l p		131	h ɛ l p -
478	Dutch	*xelpō	hulp	hʉlp	h ʉ l p		131	h ʉ l p -
1069	ProtoGermanic	*xemenaz	*xemenaz	xemenaz	x e m e n a z		294	x e m e ( n a z )
1070	German	*xemenaz	Himmel	hɪməl	h ɪ m ə l		294	h ɪ m ə ( l - - )
1071	English	*xemenaz	heaven	hɛvṇ	h ɛ v ə n		294	h ɛ v ə ( n - - )
1072	Dutch	*xemenaz	hemel	heːməl	h eː m ə l		294	h eː m ə ( l - - )
483	ProtoGermanic	*xendjō	*xendjō	xendjoː	x e n d j oː		133	x e n d j oː
484	German	*xendjō	Hinde	hɪndə	h ɪ n d ə		133	h ɪ n d - ə
485	English	*xendjō	hind	haɪnd	h aɪ n d		133	h aɪ n d - -
486	Dutch	*xendjō	hinde	hɪndə	h ɪ n d ə		133	h ɪ n d - ə
573	ProtoGermanic	*xenkōjanan	*xenkōjanan	xenkoːjanan	x e n k oː j a n a n		158	x e n k oː j a n ( a n )
574	German	*xenkōjanan	hinken	hɪŋkən	h ɪ ŋ k ə n		158	h ɪ ŋ k - - ə n ( - - )
575	Dutch	*xenkōjanan	hinken	hɪŋkə	h ɪ ŋ k ə		158	h ɪ ŋ k - - ə - ( - - )
342	ProtoGermanic	*xerdō	*xerdō	xerdoː	x e r d oː		95	x e r d ( oː )
343	German	*xerdō	Herde	heːrdə	h eː r t ə		95	h eː r t ( ə )
344	English	*xerdō	herd	hɜːd	h ɜː d		95	h ɜː - d ( - )
111	ProtoGermanic	*xertōn	*xertōn	xertoːn	x e r t oː n		32	x e r t ( oː n )
112	German	*xertōn	Herz	hɛrt͡s	h ɛ r ts		32	h ɛ r ts ( - - )
113	English	*xertōn	heart	hɑːt	h ɑː t		32	h ɑː - t ( - - )
114	Dutch	*xertōn	hart	hɑrt	h ɑ r t		32	h ɑ r t ( - - )
1504	ProtoGermanic	*xerθaz	*xerθaz	xerθaz	x e r θ a z		414	x e r θ ( a z )
1505	German	*xerθaz	Herd	heːrt	h eː r t		414	h eː r d ( - - )
1506	English	*xerθaz	hearth	hɑːθ	h ɑː θ		414	h ɑː - θ ( - - )
1507	Dutch	*xerθaz	haard	haːrt	h aː r t		414	h aː r t ( - - )
168	ProtoGermanic	*xitō	*xitō	xitoː	x i t oː		48	x i t j oː
169	German	*xitō	Hitze	hɪt͡sə	h ɪ ts ə		48	h ɪ ts - ə
170	Dutch	*xitō	hitte	hɪtə	h ɪ t ə		48	h ɪ t - ə
76	ProtoGermanic	*xlībanan	*xlībanan	xliːbanan	x l iː b a n a n		22	x l iː b a n a n
77	German	*xlībanan	bleiben	blaibən	b l ai b ə n		22	b l ai b ə - - n
78	Dutch	*xlībanan	blijven	blɛɪvə	b l ɛɪ v ə		22	b l ɛɪ v ə - - -
1161	ProtoGermanic	*xnakkaz	*xnakkaz	xnakkaz	x n a kː a z		319	x n a kː ( a z )
1162	German	*xnakkaz	Nacken	nakən	n a k ə n		319	- n a k ( ə n )
1163	English	*xnakkaz	neck	nɛk	n ɛ k		319	- n ɛ k ( - - )
1164	Dutch	*xnakkaz	nek	nɛk	n ɛ k		319	- n ɛ k ( - - )
1861	ProtoGermanic	*xnappaz	*xnappaz	xnappaz	x n a pː a z		512	x n a pː ( a z )
1862	German	*xnappaz	Napf	nap͡f	n a pf		512	- n a pf ( - - )
1863	Dutch	*xnappaz	nap	nɑp	n ɑ p		512	- n ɑ p ( - - )
1758	ProtoGermanic	*xneusanan	*xneusanan	xneusanan	x n eu s a n a n		483	x n eu s a n a n
1759	German	*xneusanan	niesen	niːzən	n iː z ə n		483	- n iː z ə - - n
1760	Dutch	*xneusanan	niezen	niːzə	n iː z ə		483	- n iː z ə - - -
345	ProtoGermanic	*xnīgwanan	*xnīgwanan	xniːgwanan	x n iː gʷ a n a n		96	x n iː gʷ a n ( a n )
346	German	*xnīgwanan	neigen	naiɡən	n ai g ə n		96	- n ai g ə n ( - - )
347	Dutch	*xnīgwanan	neigen	nɛɪɣə	n ɛɪ ɣ ə		96	- n ɛɪ ɣ ə - ( - - )
182	ProtoGermanic	*xrabnaz	*xrabnaz	xrabnaz	x r a b n a z		52	x r a b - n ( a z )
183	German	*xrabnaz	Rabe	raːbə	r aː b ə		52	- r aː b ə - ( - - )
184	English	*xrabnaz	raven	rævṇ	r æ v ə n		52	- r æ v ə n ( - - )
185	Dutch	*xrabnaz	raaf	raːf	r aː f		52	- r aː f - - ( - - )
838	ProtoGermanic	*xraigrōn	*xraigrōn	xraigroːn	x r ai g r oː n		231	x r ai g - r ( oː n )
839	German	*xraigrōn	Reiher	raiər	r ai ə r		231	- r ai - ə r ( - - )
840	Dutch	*xraigrōn	reiger	rɛɪɣər	r ɛɪ ɣ ə r		231	- r ɛɪ ɣ ə r ( - - )
83	ProtoGermanic	*xrīsan	*xrīsan	xriːsan	x r iː s a n		24	x r iː s ( a n )
84	German	*xrīsan	Reis	rais	r ai s		24	- r ai s ( - - )
85	Dutch	*xrīsan	rijs	rɛɪs	r ɛɪ s		24	- r ɛɪ s ( - - )
820	ProtoGermanic	*xrōpanan	*xrōpanan	xroːpanan	x r oː p a n a n		226	x r oː p a n ( a n )
821	German	*xrōpanan	rufen	ruːfən	r uː f ə n		226	- r uː f ə n ( - - )
